Keyword,Definition,Category,filename
Digital Adoption Platform (DAP),Software that overlays on other applications to guide users through tasks and features.,Digital Workplace & Employee Experience,Digital-Adoption-Platform--DAP-.md
Digital Nomad,People who use telecommunications technologies to earn a living and conduct their life in a nomadic manner.,Digital Workplace & Employee Experience,Digital-Nomad.md
Employee Directory,"A digital searchable list of employees, often including skills and contact info.",Digital Workplace & Employee Experience,Employee-Directory.md
Employee Engagement,The emotional commitment the employee has to the organization and its goals.,Digital Workplace & Employee Experience,Employee-Engagement.md
Employee Pulse Survey,"Short, frequent surveys to gauge employee sentiment and engagement in real-time.",Digital Workplace & Employee Experience,Employee-Pulse-Survey.md
Employee Wellbeing,Programs and initiatives to support the physical and mental health of employees.,Digital Workplace & Employee Experience,Employee-Wellbeing.md
Hybrid Work Model,"A flexible work model that supports a blend of in-office, remote, and on-the-go workers.",Digital Workplace & Employee Experience,Hybrid-Work-Model.md
Identity and Access Management (IAM),A framework of policies and technologies for ensuring that the right users have the appropriate access.,Digital Workplace & Employee Experience,Identity-and-Access-Management--IAM-.md
Internal Communications,Communication between an organization and its employees.,Digital Workplace & Employee Experience,Internal-Communications.md
Internal Knowledge Base,A centralized repository of information accessible only to employees for support and training.,Digital Workplace & Employee Experience,Internal-Knowledge-Base.md
Intranet,A private network designed to be a digital hub for company information and communication.,Digital Workplace & Employee Experience,Intranet.md
Intranet Modernization,"Updating traditional intranets to be more social, mobile-friendly, and integrated.",Digital Workplace & Employee Experience,Intranet-Modernization.md
Knowledge Retention,Ensuring critical institutional knowledge remains in the company when employees leave.,Digital Workplace & Employee Experience,Knowledge-Retention.md
OKRs (Objectives and Key Results),"A goal-setting framework used by individuals, teams, and organizations to define measurable goals.",Digital Workplace & Employee Experience,OKRs--Objectives-and-Key-Results-.md
Productivity Tools,"Software applications used to create information (e.g., documents, spreadsheets, presentations).",Digital Workplace & Employee Experience,Productivity-Tools.md
Remote Collaboration,Working together with team members from different locations using digital tools.,Digital Workplace & Employee Experience,Remote-Collaboration.md
Single Sign-On (SSO),An authentication scheme that allows a user to log in with a single ID to any of several related systems.,Digital Workplace & Employee Experience,Single-Sign-On--SSO-.md
Two-Factor Authentication (2FA),A security process in which users provide two different authentication factors to verify themselves.,Digital Workplace & Employee Experience,Two-Factor-Authentication--2FA-.md
Virtual Desktop Infrastructure (VDI),Hosting desktop environments on a central server.,Digital Workplace & Employee Experience,Virtual-Desktop-Infrastructure--VDI-.md
Virtual Private Network (VPN),"A service that creates a safe, encrypted online connection.",Digital Workplace & Employee Experience,Virtual-Private-Network--VPN-.md
Virtual Town Hall,"A large-scale, company-wide meeting held online to update employees and answer questions.",Digital Workplace & Employee Experience,Virtual-Town-Hall.md
Approval Process,The sequence of steps required to approve content for publication.,Editorial & Content Operations,Approval-Process.md
Asset Management (DAM),"A system for storing, organizing, and retrieving digital assets like photos and videos.",Editorial & Content Operations,Asset-Management--DAM-.md
Content Audit,The process of evaluating content elements and information assets on some part or all of a website.,Editorial & Content Operations,Content-Audit.md
Content Governance,The system of guidelines and procedures for creating and managing content.,Editorial & Content Operations,Content-Governance.md
Content Inventory,A quantitative list of all the content on a website.,Editorial & Content Operations,Content-Inventory.md
Content Lifecycle Management (CLM),Managing content from conception to retirement (archiving/deletion).,Editorial & Content Operations,Content-Lifecycle-Management--CLM-.md
Content Modeling,"Defining the structure, relationships, and metadata of content types within a CMS.",Editorial & Content Operations,Content-Modeling.md
Content Staging,A secure environment to preview content updates before they go live.,Editorial & Content Operations,Content-Staging.md
Content Staging,A preview environment where content changes can be reviewed before going live.,Editorial & Content Operations,Content-Staging.md
Deprecation Policy,A policy outlining how and when older content or features will be removed.,Editorial & Content Operations,Deprecation-Policy.md
Digital Asset Management (DAM),"A system for organizing, storing, and retrieving rich media assets like photos and videos.",Editorial & Content Operations,Digital-Asset-Management--DAM-.md
Digital Rights Management (DRM),Technologies used to control the use of proprietary hardware and copyrighted works.,Editorial & Content Operations,Digital-Rights-Management--DRM-.md
Editorial Board,A group of people who determine the editorial policy and direction of a publication.,Editorial & Content Operations,Editorial-Board.md
Freelance Management,The process of managing freelance contributors and their work.,Editorial & Content Operations,Freelance-Management.md
Internationalization (i18n),Designing a product or content framework so it can be easily adapted to various languages without engineering changes.,Editorial & Content Operations,Internationalization--i18n-.md
Localization (L10n),"Adapting content to a specific locale or market, including translation and cultural nuances.",Editorial & Content Operations,Localization--L10n-.md
Quality Assurance (QA),A process used to prevent mistakes and defects in manufactured products or services.,Editorial & Content Operations,Quality-Assurance--QA-.md
Style Guide,A set of standards for the writing and design of documents.,Editorial & Content Operations,Style-Guide.md
Tone of Voice Guidelines,Rules defining how a brand communicates its character through language.,Editorial & Content Operations,Tone-of-Voice-Guidelines.md
Transcreation,"Adapting a message from one language to another while maintaining its intent, style, tone, and context.",Editorial & Content Operations,Transcreation.md
Translation Memory (TM),A database that stores segments of text which have been previously translated to aid consistency and speed.,Editorial & Content Operations,Translation-Memory--TM-.md
